rank,hand,label,notation,combos,equity_pct,hi_equity_pct,lo_equity_pct,hi_win_pct,hi_tie_pct,lo_win_pct,lo_tie_pct,hi_numerator,lo_numerator,denominator,hi_win_count,hi_tie_count,lo_win_count,lo_tie_count,deals,rank_low,rank_high
111,AdAc8h2c,AA82 (ss),(A2)A8,24,67.579718,48.018515,19.561203,63.925031,0.499083,38.143128,1.958556,9741171252912,3968240808192,20286281917440,3242002981992,25311323880,1934455622016,99329564160,5071570479360,111,111
112,AdAc7h4h,AA74 (ss),AA(74),12,67.565762,48.012734,19.553028,64.406978,0.793538,38.21782,1.776473,4869999238944,1983291207936,10143140958720,1633222630932,20122428408,969121836480,45047534976,2535785239680,112,112
113,AdAc8c2h,AA82 (ss),(A8)A2,24,67.54547,47.984267,19.561203,63.874835,0.499364,38.143128,1.958556,9734223727368,3968240808192,20286281917440,3239457254352,25325619336,1934455622016,99329564160,5071570479360,113,113
114,AdAc9c4d,AA94 (ds),(A9)(A4),12,67.486607,51.791486,15.695121,67.520585,0.455884,30.589928,1.600629,5253283405800,1591978265856,10143140958720,1712177032548,11560228980,775694871552,40588522752,2535785239680,114,114
115,AdAc7h2h,AA72 (ss),AA(72),12,67.47764,47.042788,20.434853,62.622076,0.518632,39.906795,1.925821,4771616248020,2072735942016,10143140958720,1587961354728,13151387820,1011950628864,48834684288,2535785239680,115,115
116,AdAc7h5h,AA75 (ss),AA(75),12,67.44408,48.524057,18.920023,65.180431,0.938542,36.986986,1.70612,4921863529908,1919084599680,10143140958720,1652835741768,23799417900,937910531712,43263536256,2535785239680,116,116
117,AdAc8h4c,AA84 (ss),(A4)A8,24,67.402347,48.736805,18.665542,65.273891,0.640667,36.42648,1.809208,9886885712400,3786544478208,20286281917440,3310411388472,32491898712,1847394606336,91755265536,5071570479360,117,117
118,AdAc8c4h,AA84 (ss),(A8)A4,24,67.383601,48.718059,18.665542,65.25499,0.641161,36.42648,1.809208,9883082763456,3786544478208,20286281917440,3309452832288,32516942544,1847394606336,91755265536,5071570479360,118,118
119,AdAc8h3c,AA83 (ss),(A3)A8,24,67.366907,48.186166,19.180741,64.251055,0.50071,37.420261,1.882442,9775181412864,3891059197440,20286281917440,3258537515040,25393881888,1897794916608,95469364224,5071570479360,119,119
120,AdAc8c3h,AA83 (ss),(A8)A3,24,67.340732,48.159991,19.180741,64.217209,0.500981,37.420261,1.882442,9769871545560,3891059197440,20286281917440,3256821037032,25407593664,1897794916608,95469364224,5071570479360,120,120
121,AdAc9c5d,AA95 (ds),(A9)(A5),12,67.334156,52.31038,15.023776,68.45778,0.583852,29.286592,1.52192,5305915561944,1523882782464,10143140958720,1735942279692,14805225648,742645079808,38592622848,2535785239680,121,121
122,AdAcTc6d,AAT6 (ds),(AT)(A6),12,67.308914,53.12437,14.184544,68.801814,0.623786,27.662123,1.41393,5388479773332,1438758273792,10143140958720,1744666244772,15817882968,701452023552,35854226688,2535785239680,122,122
123,AdAc8h5c,AA85 (ss),(A5)A8,24,67.288362,49.262073,18.026289,66.068453,0.783051,35.183151,1.738855,9993442986744,3656863858944,20286281917440,3350708152584,39712977840,1784338295424,88187268096,5071570479360,123,123
124,AdAc8c5h,AA85 (ss),(A8)A5,24,67.278414,49.252125,18.026289,66.064281,0.783577,35.183151,1.738855,9991424846544,3656863858944,20286281917440,3350496595488,39739656432,1784338295424,88187268096,5071570479360,124,124
125,AdAcTh2c,AAT2 (ss),(A2)AT,24,67.135583,50.541583,16.594,64.993169,0.633562,32.303895,1.76821,10253008006848,3366305628672,20286281917440,3296174348160,32131555656,1638314812416,89676003840,5071570479360,125,125
126,AdAc6h3s,AA63 (r),AA63,12,67.101281,46.259505,20.841777,61.862896,0.750346,40.761116,1.844875,4692166773216,2114010787200,10143140958720,1568710186440,19027158864,1033614353856,46782079488,2535785239680,126,126
127,AdAc7c6c,AA76 (3s),(A76)A,12,67.090471,48.959088,18.131382,65.486061,0.98956,35.459775,1.60598,4965989324652,1839091668096,10143140958720,1660585874484,25093117116,899183734656,40724198784,2535785239680,127,127
128,AdAcJh2c,AAJ2 (ss),(A2)AJ,24,67.069431,50.475431,16.594,64.868622,0.633825,32.303895,1.76821,10239588253128,3366305628672,20286281917440,3289857887712,32144875920,1638314812416,89676003840,5071570479360,128,128
129,AdAc6h4s,AA64 (r),AA64,12,67.048949,46.717156,20.331793,62.689858,0.909038,39.777765,1.771642,4738586985372,2062282419840,10143140958720,1589680163628,23051251248,1008678694848,44925030144,2535785239680,129,129
130,AdAcKh2c,AAK2 (ss),(A2)AK,24,67.043595,50.449595,16.594,64.792602,0.634775,32.303895,1.76821,10234347016032,3366305628672,20286281917440,3286002486432,32193086472,1638314812416,89676003840,5071570479360,130,130
131,AcKdKc2d,AKK2 (ds),(AK)(K2),12,67.041652,50.991095,16.050557,66.596441,0.731352,30.846446,2.509335,5172098649996,1628030617344,10143140958720,1688742733128,18545510532,782199634176,63631348992,2535785239680,131,131
132,AdAcQh2c,AAQ2 (ss),(A2)AQ,24,67.040288,50.446288,16.594,64.802699,0.634208,32.303895,1.76821,10233676130256,3366305628672,20286281917440,3286514566344,32164322328,1638314812416,89676003840,5071570479360,132,132
133,AdAcTc2h,AAT2 (ss),(AT)A2,24,67.020134,50.426134,16.594,64.947515,0.633287,32.303895,1.76821,10229587602432,3366305628672,20286281917440,3293859002592,32117589408,1638314812416,89676003840,5071570479360,133,133
134,AdAc6h2s,AA62 (r),AA62,12,67.003361,45.786338,21.217023,61.003279,0.594901,41.473552,1.92099,4644172763232,2152072600320,10143140958720,1546912139844,15085407468,1051680210432,48712179456,2535785239680,134,134
135,AdAc6h6c,AA66 (ss),(A6)A6,24,66.983821,52.610971,14.37285,67.46185,0.287642,28.251647,0.988104,10672809898848,2915716781568,20286281917440,3421375247712,14587952568,1432802185728,50112410112,5071570479360,135,135
136,AdAcKc2h,AAK2 (ss),(AK)A2,24,66.971946,50.377946,16.594,64.797285,0.634598,32.303895,1.76821,10219812154824,3366305628672,20286281917440,3286239981528,32184074472,1638314812416,89676003840,5071570479360,136,136
137,AdAcJc2h,AAJ2 (ss),(AJ)A2,24,66.967732,50.373732,16.594,64.839826,0.633582,32.303895,1.76821,10218957206976,3366305628672,20286281917440,3288397450368,32132564160,1638314812416,89676003840,5071570479360,137,137
138,AdAcQc2h,AAQ2 (ss),(AQ)A2,24,66.953009,50.359009,16.594,64.790564,0.633998,32.303895,1.76821,10215970456680,3366305628672,20286281917440,3285899134296,32153649360,1638314812416,89676003840,5071570479360,138,138
139,AdAc7h6h,AA76 (ss),AA(76),12,66.952734,48.821351,18.131382,65.346196,1.000732,35.459775,1.60598,4952018472384,1839091668096,10143140958720,1657039196748,25376406876,899183734656,40724198784,2535785239680,139,139
140,AdAcTh3c,AAT3 (ss),(A3)AT,24,66.925149,50.701377,16.223773,65.292877,0.634753,31.606182,1.682726,10285424210880,3291200251392,20286281917440,3311374288104,32191965456,1602929809920,85340631552,5071570479360,140,140
141,AdAc6h5s,AA65 (r),AA65,12,66.92096,47.224779,19.696181,63.459199,1.070209,38.541718,1.701289,4790075865504,1997811407616,10143140958720,1609188994536,27138194016,977335188096,43141031424,2535785239680,141,141
142,AdAcJh3c,AAJ3 (ss),(A3)AJ,24,66.85868,50.634907,16.223773,65.167694,0.635016,31.606182,1.682726,10271939963016,3291200251392,20286281917440,3305025549480,32205285720,1602929809920,85340631552,5071570479360,142,142
143,AdAcKh3c,AAK3 (ss),(A3)AK,24,66.832537,50.608764,16.223773,65.090807,0.635967,31.606182,1.682726,10266636624192,3291200251392,20286281917440,3301126138200,32253496272,1602929809920,85340631552,5071570479360,143,143
144,AdAc8c2c,AA82 (3s),(A82)A,12,66.831649,47.270446,19.561203,62.826242,0.503864,38.143128,1.958556,4794707954196,1984120404096,10143140958720,1593138558732,12776905128,967227811008,49664782080,2535785239680,144,144
145,AdAcQh3c,AAQ3 (ss),(A3)AQ,24,66.829368,50.605595,16.223773,65.101319,0.635399,31.606182,1.682726,10265993690544,3291200251392,20286281917440,3301659259968,32224732128,1602929809920,85340631552,5071570479360,145,145
146,AdAcTc3h,AAT3 (ss),(AT)A3,24,66.817903,50.594131,16.223773,65.263929,0.634469,31.606182,1.682726,10263667977768,3291200251392,20286281917440,3309906164736,32177542752,1602929809920,85340631552,5071570479360,146,146
147,AdAcJc6d,AAJ6 (ds),(AJ)(A6),12,66.783791,52.599247,14.184544,67.98816,0.499038,27.662123,1.41393,5335215797988,1438758273792,10143140958720,1724033714820,12654524436,701452023552,35854226688,2535785239680,147,147
148,AdAcKc6d,AAK6 (ds),(AK)(A6),12,66.770721,52.586177,14.184544,67.92246,0.499503,27.662123,1.41393,5333890038348,1438758273792,10143140958720,1722367709544,12666317208,701452023552,35854226688,2535785239680,148,148
149,AdAcKc3h,AAK3 (ss),(AK)A3,24,66.769091,50.545318,16.223773,65.112193,0.63578,31.606182,1.682726,10253765690640,3291200251392,20286281917440,3302210762184,32244027816,1602929809920,85340631552,5071570479360,149,149
150,AdAcJc3h,AAJ3 (ss),(AJ)A3,24,66.765183,50.541411,16.223773,65.155603,0.634764,31.606182,1.682726,10252973025960,3291200251392,20286281917440,3304412303232,32192517504,1602929809920,85340631552,5071570479360,150,150
151,AdAcQc6d,AAQ6 (ds),(AQ)(A6),12,66.757673,52.573129,14.184544,67.92181,0.498939,27.662123,1.41393,5332566595308,1438758273792,10143140958720,1722351225132,12652023840,701452023552,35854226688,2535785239680,151,151
152,AdAcQc3h,AAQ3 (ss),(AQ)A3,24,66.750291,50.526519,16.223773,65.105888,0.63518,31.606182,1.682726,10249952037936,3291200251392,20286281917440,3301890987912,32213602704,1602929809920,85340631552,5071570479360,152,152
153,AdAc8h6c,AA86 (ss),(A6)A8,24,66.721797,49.489055,17.232742,66.063714,0.836401,33.646127,1.638715,10039489223472,3495882649344,20286281917440,3350467837104,42418670064,1706387028096,83108593152,5071570479360,153,153
154,AdAc8h2h,AA82 (ss),AA(82),12,66.718709,47.157506,19.561203,62.710514,0.51817,38.143128,1.958556,4783252263840,1984120404096,10143140958720,1590203950536,13139675160,967227811008,49664782080,2535785239680,154,154
155,AdAc8c6h,AA86 (ss),(A8)A6,24,66.717383,49.484641,17.232742,66.067524,0.836612,33.646127,1.638715,10038593684016,3495882649344,20286281917440,3350661067776,42429362280,1706387028096,83108593152,5071570479360,155,155
156,AdAc8c4c,AA84 (3s),(A84)A,12,66.663806,47.998264,18.665542,64.193506,0.646181,36.42648,1.809208,4868531532984,1893272239104,10143140958720,1627809438528,16385749884,923697303168,45877632768,2535785239680,156,156
157,AcKdKc3d,AKK3 (ds),(AK)(K3),12,66.662478,51.133734,15.528744,66.87158,0.732036,29.861191,2.392592,5186566702164,1575102374400,10143140958720,1695719662284,18562861944,757215686400,60671001600,2535785239680,157,157
158,AdAc8c3c,AA83 (3s),(A83)A,12,66.619617,47.438876,19.180741,63.153631,0.505593,37.420261,1.882442,4811792072172,1945529598720,10143140958720,1601440448868,12820755612,948897458304,47734682112,2535785239680,158,158
159,AdAc9c6d,AA96 (ds),(A9)(A6),12,66.593195,52.408652,14.184544,68.44346,0.628934,27.662123,1.41393,5315883396576,1438758273792,10143140958720,1735579157184,15948413712,701452023552,35854226688,2535785239680,159,159
160,AdAc8c5c,AA85 (3s),(A85)A,12,66.559203,48.532914,18.026289,65.004479,0.788964,35.183151,1.738855,4922761889760,1828431929472,10143140958720,1648373980248,20006423892,892169147712,44093634048,2535785239680,160,160
161,AdAc8h4h,AA84 (ss),AA(84),12,66.550736,47.885194,18.665542,64.07792,0.65961,36.42648,1.809208,4857062737428,1893272239104,10143140958720,1624878439584,16726298292,923697303168,45877632768,2535785239680,161,161
162,AdAcTh4c,AAT4 (ss),(A4)AT,24,66.537943,50.842822,15.695121,65.554518,0.637544,30.589928,1.600629,10314118115880,3183956531712,20286281917440,3324643563432,32333475984,1551389743104,81177045504,5071570479360,162,162
163,AdAcKh2h,AAK2 (ss),AA(K2),12,66.532777,49.938777,16.594,64.202727,0.653421,32.303895,1.76821,5065360543596,1683152814336,10143140958720,1628043266100,16569359688,819157406208,44838001920,2535785239680,163,163
164,AdAc8h3h,AA83 (ss),AA(83),12,66.50378,47.323039,19.180741,63.032109,0.519862,37.420261,1.882442,4800042547380,1945529598720,10143140958720,1598358917496,13182588600,948897458304,47734682112,2535785239680,164,164
165,AdAc2s2h,AA22 (r),AA22,6,66.477772,49.461268,17.016504,63.010139,0.385882,33.410623,1.244772,2508463068960,863004002688,5071570479360,798900902172,4892563284,423610817664,15782367360,1267892619840,165,165
166,AdAcJh4c,AAJ4 (ss),(A4)AJ,24,66.470752,50.775631,15.695121,65.427893,0.637806,30.589928,1.600629,10300487711472,3183956531712,20286281917440,3318221715432,32346796248,1551389743104,81177045504,5071570479360,166,166
167,AdAc3s3h,AA33 (r),AA33,6,66.470409,49.865319,16.60509,63.753794,0.385881,32.618991,1.182378,2528954777640,842138841216,5071570479360,808329649896,4892551908,413573776128,14991288960,1267892619840,167,167
168,AdAcTc7d,AAT7 (ds),(AT)(A7),12,66.469496,53.615488,12.854008,69.293717,0.753924,25.088192,1.23965,5438294482236,1303800188160,10143140958720,1757139849480,19117897764,636182668800,31434850560,2535785239680,168,168
169,AdAc8h5h,AA85 (ss),AA(85),12,66.45001,48.423721,18.026289,64.894398,0.801539,35.183151,1.738855,4911686292600,1828431929472,10143140958720,1645582567584,20325302136,892169147712,44093634048,2535785239680,169,169
170,AdAcKh4c,AAK4 (ss),(A4)AK,24,66.444193,50.749072,15.695121,65.349916,0.638757,30.589928,1.600629,10295099798280,3183956531712,20286281917440,3314267057832,32395006800,1551389743104,81177045504,5071570479360,170,170
171,AdAcQh4c,AAQ4 (ss),(A4)AQ,24,66.441181,50.746059,15.695121,65.360881,0.63819,30.589928,1.600629,10294488669336,3183956531712,20286281917440,3314823147744,32366242656,1551389743104,81177045504,5071570479360,171,171
172,AdAcTc4h,AAT4 (ss),(AT)A4,24,66.438612,50.743491,15.695121,65.54168,0.637288,30.589928,1.600629,10293967538712,3183956531712,20286281917440,3323992477296,32320534344,1551389743104,81177045504,5071570479360,172,172
173,AdAcQh2h,AAQ2 (ss),AA(Q2),12,66.408663,49.814663,16.594,64.044504,0.652816,32.303895,1.76821,5052771520620,1683152814336,10143140958720,1624031072748,16554023292,819157406208,44838001920,2535785239680,173,173
174,AdAc7h3s,AA73 (r),AA73,12,66.39608,46.334771,20.061309,61.938034,0.692262,39.197765,1.849706,4699801168572,2034846852096,10143140958720,1570615516008,17554279404,993971133888,46904584320,2535785239680,174,174
175,AdAcKc4h,AAK4 (ss),(AK)A4,24,66.38866,50.693539,15.695121,65.387411,0.638599,30.589928,1.600629,10283834277024,3183956531712,20286281917440,3316168625736,32387019408,1551389743104,81177045504,5071570479360,175,175
176,AdAcJc4h,AAJ4 (ss),(AJ)A4,24,66.385171,50.69005,15.695121,65.431911,0.637584,30.589928,1.600629,10283126368152,3183956531712,20286281917440,3318425475312,32335509096,1551389743104,81177045504,5071570479360,176,176
177,AdAc7h4s,AA74 (r),AA74,12,66.372966,46.819938,19.553028,62.821903,0.847348,38.21782,1.776473,4749012287400,1983291207936,10143140958720,1593028531452,21486937020,969121836480,45047534976,2535785239680,177,177
178,AdAcQc4h,AAQ4 (ss),(AQ)A4,24,66.370018,50.674897,15.695121,65.381559,0.637999,30.589928,1.600629,10280052522336,3183956531712,20286281917440,3315871850712,32356594296,1551389743104,81177045504,5071570479360,178,178
179,AdAcJh2h,AAJ2 (ss),AA(J2),12,66.330615,49.736615,16.594,63.960832,0.652405,32.303895,1.76821,5044854947364,1683152814336,10143140958720,1621909341768,16543580196,819157406208,44838001920,2535785239680,179,179
180,AdAcKh3h,AAK3 (ss),AA(K3),12,66.322592,50.098819,16.223773,64.502176,0.654676,31.606182,1.682726,5081593829580,1645600125696,10143140958720,1635636646836,16601189172,801464904960,42670315776,2535785239680,180,180
181,AdAcTh2h,AAT2 (ss),AA(T2),12,66.30265,49.70865,16.594,63.953879,0.652119,32.303895,1.76821,5042018425140,1683152814336,10143140958720,1621733018352,16536338676,819157406208,44838001920,2535785239680,181,181
182,AdAc7h5s,AA75 (r),AA75,12,66.289833,47.36981,18.920023,63.65181,1.005933,36.986986,1.70612,4804786631328,1919084599680,10143140958720,1614073208676,25508292156,937910531712,43263536256,2535785239680,182,182
183,AdAcTc2c,AAT2 (3s),(AT2)A,12,66.268569,49.674569,16.594,63.908572,0.638119,32.303895,1.76821,5038561536336,1683152814336,10143140958720,1620584144712,16181316000,819157406208,44838001920,2535785239680,183,183
184,AdAc4s4h,AA44 (r),AA44,6,66.265814,50.243583,16.022231,64.4449,0.387138,31.483246,1.122433,2548138705764,812578743168,5071570479360,817092137088,4908493584,399173746560,14231250048,1267892619840,184,184
185,AdAcKc2c,AAK2 (3s),(AK2)A,12,66.21801,49.62401,16.594,63.753887,0.639455,32.303895,1.76821,5033433288312,1683152814336,10143140958720,1616661665244,16215200844,819157406208,44838001920,2535785239680,185,185
186,AdAcJc2c,AAJ2 (3s),(AJ2)A,12,66.21526,49.62126,16.594,63.798592,0.638421,32.303895,1.76821,5033154309828,1683152814336,10143140958720,1617795270312,16188988272,819157406208,44838001920,2535785239680,186,186
187,AdAc7h2s,AA72 (r),AA72,12,66.212031,45.777178,20.434853,60.904373,0.547055,39.906795,1.925821,4643243741088,2072735942016,10143140958720,1544404092864,13872128532,1011950628864,48834684288,2535785239680,187,187
188,AdAcQc2c,AAQ2 (3s),(AQ2)A,12,66.199663,49.605663,16.594,63.747741,0.638845,32.303895,1.76821,5031572350776,1683152814336,10143140958720,1616505812280,16199733264,819157406208,44838001920,2535785239680,188,188
189,AdAcQh3h,AAQ3 (ss),AA(Q3),12,66.198548,49.974776,16.223773,64.344237,0.654072,31.606182,1.682726,5069011923948,1645600125696,10143140958720,1631631659100,16585852776,801464904960,42670315776,2535785239680,189,189
190,AcKdKc4d,AKK4 (ds),(AK)(K4),12,66.138581,51.259516,14.879065,67.111621,0.734786,28.617869,2.28052,5199324981708,1509204509952,10143140958720,1701806580816,18632603532,725687705856,57829098240,2535785239680,190,190
191,AdAcJh3h,AAJ3 (ss),AA(J3),12,66.120598,49.896826,16.223773,64.260883,0.65366,31.606182,1.682726,5061105380796,1645600125696,10143140958720,1629517984884,16575409680,801464904960,42670315776,2535785239680,191,191
192,AdAcTh3h,AAT3 (ss),AA(T3),12,66.09286,49.869087,16.223773,64.254383,0.653374,31.606182,1.682726,5058291828708,1645600125696,10143140958720,1629353162088,16568168160,801464904960,42670315776,2535785239680,192,192
193,AdAcJc7d,AAJ7 (ds),(AJ)(A7),12,66.090455,53.236446,12.854008,68.666407,0.627444,25.088192,1.23965,5399847785628,1303800188160,10143140958720,1741232624664,15910641504,636182668800,31434850560,2535785239680,193,193
194,AdAc8h7c,AA87 (ss),(A7)A8,24,66.089919,50.133481,15.956437,66.6959,0.986139,31.176985,1.471778,10170219385152,3236967859200,20286281917440,3382529557056,50012725872,1581162792960,74642273280,5071570479360,194,194
195,AdAc8c7h,AA87 (ss),(A8)A7,24,66.085073,50.128635,15.956437,66.694194,0.986326,31.176985,1.471778,10169236292472,3236967859200,20286281917440,3382443060672,50022222960,1581162792960,74642273280,5071570479360,195,195
196,AdAcTc3c,AAT3 (3s),(AT3)A,12,66.061273,49.837501,16.223773,64.214097,0.639402,31.606182,1.682726,5055087951816,1645600125696,10143140958720,1628331597828,16213853004,801464904960,42670315776,2535785239680,196,196
197,AdAc9h2c,AA92 (ss),(A2)A9,24,66.040685,49.446685,16.594,64.042164,0.498792,32.303895,1.76821,10030893933216,3366305628672,20286281917440,3247943508504,25296599712,1638314812416,89676003840,5071570479360,197,197
198,AdAcTh5c,AAT5 (ss),(A5)AT,24,66.012893,50.989117,15.023776,65.818627,0.641181,29.286592,1.52192,10343796021432,3047765564928,20286281917440,3338038055832,32517943680,1485290159616,77185245696,5071570479360,198,198
199,AdAcKc3c,AAK3 (3s),(AK3)A,12,66.010105,49.786333,16.223773,64.057929,0.640738,31.606182,1.682726,5049897894024,1645600125696,10143140958720,1624371509268,16247737848,801464904960,42670315776,2535785239680,199,199
200,AdAcJc3c,AAJ3 (3s),(AJ3)A,12,66.007668,49.783895,16.223773,64.103523,0.639704,31.606182,1.682726,5049650664012,1645600125696,10143140958720,1625527677228,16221525276,801464904960,42670315776,2535785239680,200,200
201,AdAc8c6c,AA86 (3s),(A86)A,12,65.999735,48.766993,17.232742,65.008474,0.842428,33.646127,1.638715,4946504831304,1747941324672,10143140958720,1648475290716,21362166096,853193514048,41554296576,2535785239680,201,201
202,AdAcQc3c,AAQ3 (3s),(AQ3)A,12,65.991902,49.768129,16.223773,64.052213,0.640128,31.606182,1.682726,5048051466504,1645600125696,10143140958720,1624226558256,16232270268,801464904960,42670315776,2535785239680,202,202
203,AdAc5s5h,AA55 (r),AA55,6,65.948053,50.662623,15.28543,65.114081,0.388658,30.038392,1.064936,2569390640796,775211362944,5071570479360,825576621456,4927771968,380854556160,13502250624,1267892619840,203,203
204,AdAcJh5c,AAJ5 (ss),(A5)AJ,24,65.936911,50.913134,15.023776,65.672488,0.640911,29.286592,1.52192,10328381990880,3047765564928,20286281917440,3330626505648,32504239176,1485290159616,77185245696,5071570479360,204,204
205,AdAcKh4h,AAK4 (ss),AA(K4),12,65.93489,50.239768,15.695121,64.762024,0.657579,30.589928,1.600629,5095890524280,1591978265856,10143140958720,1642225851900,16674789276,775694871552,40588522752,2535785239680,205,205
206,AdAcTc5h,AAT5 (ss),(AT)A5,24,65.924144,50.900368,15.023776,65.821798,0.640958,29.286592,1.52192,10325792224176,3047765564928,20286281917440,3338198864976,32506656528,1485290159616,77185245696,5071570479360,206,206
207,AdAc9c2h,AA92 (ss),(A9)A2,24,65.919477,49.325477,16.594,63.985839,0.499066,32.303895,1.76821,10006305254232,3366305628672,20286281917440,3245086908864,25310484768,1638314812416,89676003840,5071570479360,207,207
208,AdAcKh5c,AAK5 (ss),(A5)AK,24,65.909126,50.885349,15.023776,65.592433,0.641861,29.286592,1.52192,10322745452040,3047765564928,20286281917440,3326566460496,32552449728,1485290159616,77185245696,5071570479360,208,208
209,AdAcQh5c,AAQ5 (ss),(A5)AQ,24,65.906624,50.882847,15.023776,65.604034,0.641294,29.286592,1.52192,10322237889816,3047765564928,20286281917440,3327154828584,32523685584,1485290159616,77185245696,5071570479360,209,209
