rank,hand,label,notation,combos,equity_pct,win_pct,tie_pct,win_count,tie_count,denominator,rank_low,rank_high
14582,Ac9d3d2d,A932 (3s),A(932),12,42.633634,41.926985,1.413299,1063178287860,35838219216,2535785239680,14582,14582
14583,8c6d5h2d,8652 (ss),8(62)5,24,42.632824,41.906059,1.45353,2125295329728,73716815424,5071570479360,14583,14583
14584,Ac7h7d7c,A777 (ss),(A7)77,12,42.6328,42.616944,0.031712,1080674187276,804136248,2535785239680,14584,14584
14585,Tc8d4c2c,T842 (3s),(T42)8,12,42.628152,41.845205,1.565892,1061104544172,39707663196,2535785239680,14585,14585
14586,Jc7d5d2h,J752 (ss),J(75)2,24,42.622498,41.899901,1.445195,2124983004168,73294066824,5071570479360,14586,14586
14587,Qc6c4c3d,Q643 (3s),(Q64)3,12,42.622374,41.937629,1.36949,1063448213856,34727332704,2535785239680,14587,14587
14588,Qc8d4h2h,Q842 (ss),Q8(42),24,42.621724,41.922143,1.399162,2126111009472,70959511800,5071570479360,14588,14588
14589,Tc5c3h3d,T533 (ss),(T5)33,12,42.621082,42.327919,0.586326,1073345124264,14867972832,2535785239680,14589,14589
14590,6c4h4d2d,6442 (ss),6(42)4,24,42.61995,42.321584,0.596733,2146368967368,30263713416,5071570479360,14590,14590
14591,9c8d4c2h,9842 (ss),(94)82,24,42.61978,41.857967,1.523625,2122856311008,77271727416,5071570479360,14591,14591
14592,Kc8d4c3c,K843 (3s),(K43)8,12,42.619635,41.934699,1.369872,1063373913624,34737023724,2535785239680,14592,14592
14593,Qc6c4d3c,Q643 (3s),(Q63)4,12,42.618092,41.932812,1.370561,1063326049224,34754482980,2535785239680,14593,14593
14594,Qc9c3d2c,Q932 (3s),(Q92)3,12,42.617744,41.888184,1.459121,1062194385456,37000169868,2535785239680,14594,14594
14595,9c8d4h2c,9842 (ss),(92)84,24,42.617204,41.855486,1.523436,2122730485104,77262126456,5071570479360,14595,14595
14596,Qc6d4c3c,Q643 (3s),(Q43)6,12,42.61615,41.93121,1.369881,1063285423140,34737244128,2535785239680,14596,14596
14597,Qc9c3c2d,Q932 (3s),(Q93)2,12,42.615829,41.886256,1.459146,1062145491096,37000814352,2535785239680,14597,14597
14598,Tc7d6h2c,T762 (ss),(T2)76,24,42.611862,41.918915,1.385894,2125947322848,70286600424,5071570479360,14598,14598
14599,Kc9d3c2c,K932 (3s),(K32)9,12,42.610594,41.911058,1.399071,1062774422472,35477441676,2535785239680,14599,14599
14600,Tc4d3h3c,T433 (ss),(T3)43,24,42.608933,42.331598,0.554671,2146876808688,28130528424,5071570479360,14600,14600
14601,8c6d5h2h,8652 (ss),86(52),24,42.608149,41.881024,1.45425,2124025624416,73753331424,5071570479360,14601,14601
14602,Jc5d4h3c,J543 (ss),(J3)54,24,42.607157,41.910554,1.393207,2125523263224,70657497984,5071570479360,14602,14602
14603,9c7d5h2d,9752 (ss),9(72)5,24,42.602673,41.86634,1.472666,2123280960672,74687303808,5071570479360,14603,14603
14604,Jc5d4c3h,J543 (ss),(J4)53,24,42.601413,41.905344,1.392138,2125259066496,70603270440,5071570479360,14604,14604
14605,Kc8d7h3s,K873 (r),K873,24,42.598603,41.762957,1.671292,2118037783464,84760772592,5071570479360,14605,14605
14606,Jc5c4d3h,J543 (ss),(J5)43,24,42.592186,41.896279,1.391814,2124799303488,70586835672,5071570479360,14606,14606
14607,Jc9d5h2s,J952 (r),J952,24,42.589195,41.677761,1.822868,2113717031880,92448059184,5071570479360,14607,14607
14608,9c7d4h3h,9743 (ss),97(43),24,42.588589,41.85087,1.475439,2122496368680,74827923504,5071570479360,14608,14608
14609,8c7d6h2c,8762 (ss),(82)76,24,42.585976,41.848626,1.474701,2122382538576,74790519360,5071570479360,14609,14609
14610,6c4d4c3c,6443 (3s),(643)4,12,42.576875,42.241937,0.669877,1071164795148,16986649044,2535785239680,14610,14610
14611,7c6c5d3c,7653 (3s),(763)5,12,42.575285,41.799605,1.55136,1059948206316,39339152376,2535785239680,14611,14611
14612,7c6d5d3d,7653 (3s),7(653),12,42.573669,41.797742,1.551855,1059900968940,39351711228,2535785239680,14612,14612
14613,6c3d2d2c,6322 (ds),(62)(32),12,42.5732,42.346058,0.454284,1073805077928,11519673744,2535785239680,14613,14613
14614,Jc7d5h2d,J752 (ss),J(72)5,24,42.572727,41.850253,1.444948,2122465060872,73281538176,5071570479360,14614,14614
14615,7c6d5c3c,7653 (3s),(753)6,12,42.572707,41.796804,1.551806,1059877188252,39350475276,2535785239680,14615,14615
14616,8c7c4d3h,8743 (ss),(87)43,24,42.571037,41.835126,1.471822,2121697901064,74644480320,5071570479360,14616,14616
14617,9c4h4d3d,9443 (ss),9(43)4,24,42.568068,42.310045,0.516046,2145783733608,26171656416,5071570479360,14617,14617
14618,Tc6c4d3h,T643 (ss),(T6)43,24,42.560359,41.863357,1.394005,2123129632080,70697921736,5071570479360,14618,14618
14619,Jc6d3d2c,J632 (ds),(J2)(63),12,42.55569,42.071323,0.968735,1066838391108,24565036296,2535785239680,14619,14619
14620,Qc7d5h4s,Q754 (r),Q754,24,42.554368,41.698241,1.712254,2114755690320,86838176208,5071570479360,14620,14620
14621,Jc7c4c3d,J743 (3s),(J74)3,12,42.553537,41.840049,1.426975,1060973798676,36185017104,2535785239680,14621,14621
14622,Jc9d3d2d,J932 (3s),J(932),12,42.552067,41.781433,1.541267,1059487423356,39083224140,2535785239680,14622,14622
14623,Jc8c4c2d,J842 (3s),(J84)2,12,42.549511,41.809032,1.480957,1060187270652,37553886588,2535785239680,14623,14623
14624,Tc6d4h3c,T643 (ss),(T3)64,24,42.549011,41.851829,1.394364,2122545000624,70716142824,5071570479360,14624,14624
14625,Jc7c4d3c,J743 (3s),(J73)4,12,42.547747,41.833818,1.427858,1060815773376,36207408120,2535785239680,14625,14625
14626,Ac4d3c2c,A432 (3s),(A32)4,12,42.545877,41.867026,1.357701,1061657875332,34428371328,2535785239680,14626,14626
14627,Jc6d3c2d,J632 (ds),(J3)(62),12,42.544376,42.059984,0.968784,1066550873736,24566290644,2535785239680,14627,14627
14628,Ac4c3c2d,A432 (3s),(A43)2,12,42.544095,41.865748,1.356693,1061625464136,34402822464,2535785239680,14628,14628
14629,Tc6d4c3h,T643 (ss),(T4)63,24,42.543102,41.846339,1.393525,2122266580944,70673606112,5071570479360,14629,14629
14630,Ac4c3d2c,A432 (3s),(A42)3,12,42.542402,41.863576,1.357653,1061570376720,34427155968,2535785239680,14630,14630
14631,Kc5c4c2c,K542 (m),(K542),4,42.541683,41.819354,1.444658,353482998080,12211142844,845261746560,14631,14631
14632,Ac9d3s3h,A933 (r),A933,12,42.541368,42.193224,0.696288,1069929543852,17656376700,2535785239680,14632,14632
14633,Jc6c5d2h,J652 (ss),(J6)52,24,42.539707,41.855076,1.369263,2122709682480,69443125536,5071570479360,14633,14633
14634,Qc9d5h2s,Q952 (r),Q952,24,42.539622,41.667654,1.743936,2113204429032,88444962576,5071570479360,14634,14634
14635,9c8d4d2h,9842 (ss),9(84)2,24,42.538547,41.776674,1.523746,2118733480440,77277856272,5071570479360,14635,14635
14636,8c6d2h2c,8622 (ss),(82)62,24,42.537119,42.148272,0.777693,2137579336440,39441250152,5071570479360,14636,14636
14637,Ac4d3h2h,A432 (ss),A4(32),24,42.537009,41.858063,1.357892,2122861157856,68866426200,5071570479360,14637,14637
14638,Ac4d3d2h,A432 (ss),A(43)2,24,42.533585,41.855182,1.356806,2122715056200,68811368376,5071570479360,14638,14638
14639,Jc8c4d2c,J842 (3s),(J82)4,12,42.533451,41.792965,1.480972,1059779826792,37554266184,2535785239680,14639,14639
14640,7c5d4s4h,7544 (r),7544,12,42.532711,42.081501,0.902421,1067096478816,22883464344,2535785239680,14640,14640
14641,Qc5d2h2c,Q522 (ss),(Q2)52,24,42.53234,42.274471,0.515736,2143979616888,26155931688,5071570479360,14641,14641
14642,9c6c5d2h,9652 (ss),(96)52,24,42.532337,41.834655,1.395365,2121674019840,70766903184,5071570479360,14642,14642
14643,Jc6d5c2h,J652 (ss),(J5)62,24,42.532047,41.847642,1.368811,2122332636192,69420213240,5071570479360,14643,14643
14644,Ac4d3h2d,A432 (ss),A(42)3,24,42.527315,41.848405,1.35782,2122371354240,68862802920,5071570479360,14644,14644
14645,Jc7d4c3c,J743 (3s),(J43)7,12,42.524031,41.810292,1.427478,1060219218696,36197767584,2535785239680,14645,14645
14646,9c8d4h2d,9842 (ss),9(82)4,24,42.523666,41.761916,1.5235,2117984995248,77265401160,5071570479360,14646,14646
14647,Jc6d5h2c,J652 (ss),(J2)65,24,42.521209,41.836278,1.369862,2121756320496,69473496792,5071570479360,14647,14647
14648,Kc9d5h2s,K952 (r),K952,24,42.518149,41.681379,1.67354,2113900496304,84874744032,5071570479360,14648,14648
14649,9c7d5h2h,9752 (ss),97(52),24,42.517999,41.780648,1.474703,2118934998528,74790590784,5071570479360,14649,14649
14650,Kc4d3h2c,K432 (ss),(K2)43,24,42.517713,41.901698,1.232031,2125074134760,62483307168,5071570479360,14650,14650
14651,8c7d6h2d,8762 (ss),8(72)6,24,42.51709,41.780435,1.47331,2118924225600,74719948440,5071570479360,14651,14651
14652,Jc6c3d2d,J632 (ds),(J6)(32),12,42.515982,42.031653,0.968658,1065832462164,24563078256,2535785239680,14652,14652
14653,Kc8d4d2h,K842 (ss),K(84)2,24,42.514156,41.845298,1.337716,2122213790928,67843207032,5071570479360,14653,14653
14654,Kc7c5c2c,K752 (m),(K752),4,42.513984,41.782053,1.463862,353167713892,12373462932,845261746560,14654,14654
14655,Tc7d4d3d,T743 (3s),T(743),12,42.513834,41.756048,1.515573,1058843695956,38431663860,2535785239680,14655,14655
14656,Qc9d3c2c,Q932 (3s),(Q32)9,12,42.513398,41.783029,1.460738,1059527875680,37041181332,2535785239680,14656,14656
14657,9c6d5c2h,9652 (ss),(95)62,24,42.512975,41.814995,1.395961,2120676919512,70797168096,5071570479360,14657,14657
14658,Kc4d3c2h,K432 (ss),(K3)42,24,42.512767,41.897269,1.230995,2124849531864,62430775632,5071570479360,14658,14658
14659,Ac3d2h2d,A322 (ss),A(32)2,24,42.511397,42.207852,0.60709,2140600953360,30788974752,5071570479360,14659,14659
14660,9c7d6h2d,9762 (ss),9(72)6,24,42.511227,41.795668,1.431118,2119696752696,72580152312,5071570479360,14660,14660
14661,5d5c2s2h,5522 (r),5522,6,42.508848,42.347834,0.322027,536925063540,4082957520,1267892619840,14661,14661
14662,4c3d2d2c,4322 (ds),(42)(32),12,42.505073,42.227217,0.555713,1070791527228,14091689352,2535785239680,14662,14662
14663,Kc4c3d2h,K432 (ss),(K4)32,24,42.504939,41.889474,1.23093,2124454208880,62427488280,5071570479360,14663,14663
14664,Qc7d4d3h,Q743 (ss),Q(74)3,24,42.501689,41.831506,1.340365,2121514332048,67977552000,5071570479360,14664,14664
14665,Tc8d4d2d,T842 (3s),T(842),12,42.500703,41.717056,1.567295,1057854942912,39743241264,2535785239680,14665,14665
14666,8c7d4c3h,8743 (ss),(84)73,24,42.500407,41.763841,1.473133,2118082633032,74710960032,5071570479360,14666,14666
14667,Qc7h7d2s,Q772 (r),Q772,12,42.500378,42.34606,0.308637,1073805129456,7826383332,2535785239680,14667,14667
14668,Kc8d4h2d,K842 (ss),K(82)4,24,42.499323,41.830532,1.337583,2121464900304,67836460008,5071570479360,14668,14668
14669,Qc7d4h3d,Q743 (ss),Q(73)4,24,42.495196,41.824567,1.341259,2121162378120,68022911832,5071570479360,14669,14669
14670,8c7d4h3c,8743 (ss),(83)74,24,42.491282,41.75398,1.474606,2117582506728,74785665648,5071570479360,14670,14670
14671,5c4d3h3c,5433 (ss),(53)43,24,42.489163,42.091026,0.796273,2134676047560,40383550152,5071570479360,14671,14671
14672,Jc7d5h2h,J752 (ss),J7(52),24,42.485015,41.762078,1.445874,2117993230368,73328522448,5071570479360,14672,14672
14673,5c4d3h3d,5433 (ss),5(43)3,24,42.480165,42.082238,0.795853,2134230359520,40362270864,5071570479360,14673,14673
14674,6c5d4s4h,6544 (r),6544,12,42.478693,41.998985,0.959416,1065004070604,24328718748,2535785239680,14674,14674
14675,8c7d6h2h,8762 (ss),87(62),24,42.476892,41.739198,1.475387,2116832848128,74825311416,5071570479360,14675,14675
14676,Ac6d3d2h,A632 (ss),A(63)2,24,42.47507,41.846533,1.257073,2122276419312,63753350496,5071570479360,14676,14676
14677,8h8d8c6c,8886 (ss),(86)88,12,42.474484,42.392481,0.164006,1074982279908,4158850392,2535785239680,14677,14677
14678,9c5h5d3s,9553 (r),9553,12,42.474377,42.133867,0.681021,1068424370760,17269233084,2535785239680,14678,14678
14679,9c7d6h2h,9762 (ss),97(62),24,42.468686,41.752056,1.433261,2117484934632,72688849512,5071570479360,14679,14679
14680,Ac6d3h2d,A632 (ss),A(62)3,24,42.467762,41.838783,1.257959,2121883355160,63798291768,5071570479360,14680,14680
14681,Qc6d5d2d,Q652 (3s),Q(652),12,42.467544,41.745323,1.444443,1058571726816,36627970728,2535785239680,14681,14681
14682,Jc8d4c2c,J842 (3s),(J42)8,12,42.466782,41.725693,1.482177,1058073967668,37584832596,2535785239680,14682,14682
14683,Tc4d4c3c,T443 (3s),(T43)4,12,42.464947,42.204897,0.520101,1070225541804,13188656532,2535785239680,14683,14683
14684,8c4d4c3h,8443 (ss),(84)43,24,42.464861,42.207838,0.514047,2140600236024,26070235776,5071570479360,14684,14684
14685,7c5c3d2d,7532 (ds),(75)(32),12,42.463331,41.907482,1.111698,1062683730564,28190285292,2535785239680,14685,14685
14686,9c6d5h2c,9652 (ss),(92)65,24,42.460365,41.762291,1.396147,2118004032768,70806569496,5071570479360,14686,14686
14687,Ac6c3c2d,A632 (3s),(A63)2,12,42.456481,41.826957,1.259048,1060641810180,31926757896,2535785239680,14687,14687
14688,Ac6c3d2c,A632 (3s),(A62)3,12,42.454179,41.824212,1.259934,1060572193140,31949208084,2535785239680,14688,14688
14689,Ac3c2d2c,A322 (3s),(A32)2,12,42.454156,42.151247,0.605819,1068865096812,15362272908,2535785239680,14689,14689
14690,Kc3d2h2c,K322 (ss),(K2)32,24,42.452993,42.195752,0.514482,2139987310680,26092327200,5071570479360,14690,14690
14691,7c5d3c2d,7532 (ds),(73)(52),12,42.452196,41.896274,1.111843,1062399538632,28193950476,2535785239680,14691,14691
14692,7c5d3d2c,7532 (ds),(72)(53),12,42.451344,41.895456,1.111777,1062378793068,28192269264,2535785239680,14692,14692
14693,8c7d4d3h,8743 (ss),8(74)3,24,42.44062,41.704511,1.472219,2115073665528,74664620904,5071570479360,14693,14693
14694,Tc7d6d2h,T762 (ss),T(76)2,24,42.436982,41.742912,1.388139,2117021217192,70400432136,5071570479360,14694,14694
14695,Ac6d3c2c,A632 (3s),(A32)6,12,42.43509,41.805308,1.259564,1060092823932,31939848144,2535785239680,14695,14695
14696,8c7d4h3d,8743 (ss),8(73)4,24,42.43215,41.695301,1.473698,2114606599800,74739632616,5071570479360,14696,14696
14697,Tc6h6d2s,T662 (r),T662,12,42.425898,42.180368,0.491061,1069603536744,12452264496,2535785239680,14697,14697
14698,3d3c2h2c,3322 (ss),(32)32,24,42.423591,42.285089,0.277006,2144518068912,14048530968,5071570479360,14698,14698
14699,9c8d7h4s,9874 (r),9874,24,42.422529,41.531949,1.781159,2106322082208,90332730288,5071570479360,14699,14699
14700,6c4d3h3c,6433 (ss),(63)43,24,42.422461,42.076975,0.690971,2133963460008,35043084240,5071570479360,14700,14700
14701,Ac6d3h2h,A632 (ss),A6(32),24,42.418518,41.789865,1.257305,2119402457088,63765123552,5071570479360,14701,14701
14702,Jc9d4h3s,J943 (r),J943,24,42.414774,41.495269,1.839011,2104461792072,93266756832,5071570479360,14702,14702
14703,Qc8d4d3d,Q843 (3s),Q(843),12,42.410762,41.691742,1.43804,1057213045956,36465604056,2535785239680,14703,14703
14704,Ac7d3d2h,A732 (ss),A(73)2,24,42.407461,41.770677,1.273568,2118429308304,64589916984,5071570479360,14704,14704
14705,Ac9d4h3s,A943 (r),A943,24,42.401045,41.564128,1.673835,2107954032144,84889735440,5071570479360,14705,14705
14706,Ac7d3h2d,A732 (ss),A(72)3,24,42.400195,41.763321,1.273748,2118056249088,64599051264,5071570479360,14706,14706
14707,Kc5c2d2c,K522 (3s),(K52)2,12,42.399731,42.119215,0.561031,1068052838556,14226542136,2535785239680,14707,14707
14708,Qc8c4c2d,Q842 (3s),(Q84)2,12,42.39721,41.695226,1.403967,1057301392548,35601580116,2535785239680,14708,14708
14709,8c6d2h2d,8622 (ss),8(62)2,24,42.396865,42.008041,0.777648,2130467396232,39438941472,5071570479360,14709,14709
14710,Kc4c2h2d,K422 (ss),(K4)22,12,42.395581,42.123163,0.544835,1068152961600,13815836484,2535785239680,14710,14710
14711,8c5d3d2c,8532 (ds),(82)(53),12,42.394555,41.84864,1.09183,1061191638528,27686460252,2535785239680,14711,14711
14712,Qc7d4h3h,Q743 (ss),Q7(43),24,42.394226,41.723982,1.340488,2116061139624,67983783528,5071570479360,14712,14712
14713,8c5c3d2d,8532 (ds),(85)(32),12,42.393044,41.847187,1.091713,1061154795384,27683503044,2535785239680,14713,14713
14714,Kc8d4s4h,K844 (r),K844,12,42.389181,42.079111,0.620139,1067035893468,15725401116,2535785239680,14714,14714
14715,Qc7c6c2d,Q762 (3s),(Q76)2,12,42.386477,41.686049,1.400856,1057068688368,35522691540,2535785239680,14715,14715
14716,Ac6d4h3s,A643 (r),A643,24,42.385048,41.587165,1.595766,2109122370744,80930401752,5071570479360,14716,14716
14717,Jc4h4d2d,J442 (ss),J(42)4,24,42.382573,42.176452,0.412242,2139008494896,20907167880,5071570479360,14717,14717
14718,Qc8c4d2c,Q842 (3s),(Q82)4,12,42.381757,41.679759,1.403995,1056909174912,35602308516,2535785239680,14718,14718
14719,8c5d3c2d,8532 (ds),(83)(52),12,42.380413,41.83453,1.091767,1060833827232,27684878592,2535785239680,14719,14719
14720,8c7d6h5s,8765 (r),8765,24,42.378362,41.469887,1.81695,2103174549120,92147913600,5071570479360,14720,14720
14721,6c4d3h3d,6433 (ss),6(43)3,24,42.378294,42.033257,0.690075,2131746236232,34997618664,5071570479360,14721,14721
14722,8c7c5c3c,8753 (m),(8753),4,42.37795,41.574889,1.606122,351416634024,13575936972,845261746560,14722,14722
14723,Kc3h3d2c,K332 (ss),(K2)33,12,42.377172,42.171063,0.412218,1069367594376,10452970380,2535785239680,14723,14723
14724,Tc6c5c4c,T654 (m),(T654),4,42.375505,41.61101,1.528992,351721946772,12923981544,845261746560,14724,14724
14725,Qc7c3d3c,Q733 (3s),(Q73)3,12,42.369675,42.120988,0.497374,1068097803576,12612339420,2535785239680,14725,14725
14726,8c7c2h2d,8722 (ss),(87)22,12,42.369038,41.935577,0.866922,1063396172220,21983288088,2535785239680,14726,14726
14727,Kc8c3d3c,K833 (3s),(K83)3,12,42.365842,42.130012,0.471659,1068326627220,11960262456,2535785239680,14727,14727
14728,Tc9c3c2c,T932 (m),(T932),4,42.364564,41.546732,1.635664,351178633432,13825645884,845261746560,14728,14728
14729,7c4d4c3c,7443 (3s),(743)4,12,42.36181,42.060227,0.603167,1066557023076,15295010136,2535785239680,14729,14729
14730,QcTd3h2s,QT32 (r),QT32,24,42.360725,41.43911,1.843229,2101613688312,93480659496,5071570479360,14730,14730
14731,Ac7c3c2d,A732 (3s),(A73)2,12,42.35963,41.721786,1.275689,1057974885708,32348725788,2535785239680,14731,14731
14732,8c5d4s4h,8544 (r),8544,12,42.358196,41.935235,0.845922,1063387493592,21450756012,2535785239680,14732,14732
14733,Ac7c3d2c,A732 (3s),(A72)3,12,42.357732,41.719764,1.275934,1057923629880,32354956920,2535785239680,14733,14733
14734,8c5c3d3c,8533 (3s),(853)3,12,42.356503,41.99123,0.730547,1064807413056,18525098892,2535785239680,14734,14734
14735,5c4h4d2c,5442 (ss),(52)44,12,42.34803,41.987296,0.721467,1064707660296,18294851220,2535785239680,14735,14735
14736,Ac7d3c2c,A732 (3s),(A32)7,12,42.34481,41.706314,1.276991,1057582559520,32381749428,2535785239680,14736,14736
14737,Jc9c4c2c,J942 (m),(J942),4,42.343331,41.566355,1.553951,351344502300,13134950316,845261746560,14737,14737
14738,9c6d5d2h,9652 (ss),9(65)2,24,42.335111,41.636339,1.397544,2111616282024,70877411280,5071570479360,14738,14738
14739,Kc5h5d2s,K552 (r),K552,12,42.334966,42.098982,0.471968,1067539770672,11968089840,2535785239680,14739,14739
14740,Jc7c6c3c,J763 (m),(J763),4,42.333106,41.600973,1.464266,351637108608,12376879452,845261746560,14740,14740
14741,Qc7d5d2h,Q752 (ss),Q(75)2,24,42.330319,41.6414,1.377839,2111872942032,69878069832,5071570479360,14741,14741
14742,Jc4h4d2c,J442 (ss),(J2)44,12,42.328189,42.118365,0.419649,1068031278720,10641397548,2535785239680,14742,14742
14743,8c7d4h3h,8743 (ss),87(43),24,42.325915,41.588466,1.474898,2109188381328,74800483656,5071570479360,14743,14743
14744,Ac7d3h2h,A732 (ss),A7(32),24,42.321036,41.683539,1.274994,2114010066456,64662219888,5071570479360,14744,14744
14745,Jc8c6c2c,J862 (m),(J862),4,42.320507,41.557433,1.526146,351269088096,12899930256,845261746560,14745,14745
14746,Qc8d4c2c,Q842 (3s),(Q42)8,12,42.320049,41.617641,1.404816,1055333995836,35623126116,2535785239680,14746,14746
14747,9c8d4h2h,9842 (ss),98(42),24,42.316517,41.553905,1.525224,2107435569120,77352813720,5071570479360,14747,14747
14748,Tc7d6h2d,T762 (ss),T(72)6,24,42.315557,41.622044,1.387024,2110891312824,70343923512,5071570479360,14748,14748
14749,9c7d2h2c,9722 (ss),(92)72,24,42.311909,41.947358,0.729103,2127389824512,36976951752,5071570479360,14749,14749
14750,Qc7d6c2c,Q762 (3s),(Q62)7,12,42.309968,41.608902,1.402132,1055112389604,35555050212,2535785239680,14750,14750
14751,Qc7c6d2c,Q762 (3s),(Q72)6,12,42.30837,41.607818,1.401104,1055084907240,35528979000,2535785239680,14751,14751
14752,Jc4c3d3c,J433 (3s),(J43)3,12,42.302846,42.009959,0.585775,1065282339084,14853989292,2535785239680,14752,14752
14753,Qc5d4d2h,Q542 (ss),Q(54)2,24,42.299579,41.614844,1.36947,2110526150568,69453648960,5071570479360,14753,14753
14754,8c4d4c2h,8442 (ss),(84)42,24,42.298038,42.048798,0.498481,2132534414712,25280801664,5071570479360,14754,14754
14755,Ac4d3s3h,A433 (r),A433,12,42.294822,41.902332,0.78498,1062553152012,19905400572,2535785239680,14755,14755
14756,8c4h4d3d,8443 (ss),8(43)4,24,42.29474,42.037154,0.515171,2131943908656,26127271344,5071570479360,14756,14756
14757,Tc9d6h2s,T962 (r),T962,24,42.294447,41.410318,1.768258,2100153472008,89678458272,5071570479360,14757,14757
14758,9c6c5c4c,9654 (m),(9654),4,42.29373,41.524343,1.538774,350989387512,13006666200,845261746560,14758,14758
14759,Kc8d4h2h,K842 (ss),K8(42),24,42.293674,41.624715,1.337916,2111026782720,67853367432,5071570479360,14759,14759
14760,8c6c5c3d,8653 (3s),(865)3,12,42.290249,41.543795,1.492909,1053461417244,37856953416,2535785239680,14760,14760
14761,7c6c4d3h,7643 (ss),(76)43,24,42.281064,41.555018,1.452092,2107492033056,73643894256,5071570479360,14761,14761
14762,Qc7d5h2d,Q752 (ss),Q(72)5,24,42.279359,41.59049,1.377737,2109291009096,69872925336,5071570479360,14762,14762
14763,Qc5d4h2d,Q542 (ss),Q(52)4,24,42.278823,41.593439,1.370768,2109440593080,69519463800,5071570479360,14763,14763
14764,Qc6c4d2h,Q642 (ss),(Q6)42,24,42.27819,41.645651,1.265078,2112088555104,64159297776,5071570479360,14764,14764
14765,Tc7c5c3c,T753 (m),(T753),4,42.277642,41.506003,1.543279,350834363788,13044745044,845261746560,14765,14765
14766,9c8c3d2h,9832 (ss),(98)32,24,42.274028,41.518842,1.510374,2105657313528,76599658824,5071570479360,14766,14766
14767,Qc5d4h2h,Q542 (ss),Q5(42),24,42.272071,41.586497,1.371147,2109088518672,69538671120,5071570479360,14767,14767
14768,Tc7d6h2h,T762 (ss),T7(62),24,42.271545,41.576986,1.389118,2108606161392,70450091136,5071570479360,14768,14768
14769,7c6c5c4c,7654 (m),(7654),4,42.269202,41.470837,1.59673,350537121816,13496551644,845261746560,14769,14769
14770,Tc5d3d2c,T532 (ds),(T2)(53),12,42.268037,41.756602,1.02287,1058857748832,25937777988,2535785239680,14770,14770
14771,Qc6d4c2h,Q642 (ss),(Q4)62,24,42.262679,41.630408,1.264542,2111315494032,64132160712,5071570479360,14771,14771
14772,Ac5d3d2d,A532 (3s),A(532),12,42.260692,41.561088,1.399209,1053899932404,35480935956,2535785239680,14772,14772
14773,Kc6d4d2d,K642 (3s),K(642),12,42.259248,41.581076,1.356344,1054406790036,34393976616,2535785239680,14773,14773
14774,Tc6d4d3h,T643 (ss),T(64)3,24,42.259059,41.559383,1.399351,2107713400152,70969074408,5071570479360,14774,14774
14775,Qc6d4h2c,Q642 (ss),(Q2)64,24,42.258897,41.626147,1.265499,2111099396544,64180671384,5071570479360,14775,14775
14776,9c6d5h2d,9652 (ss),9(62)5,24,42.258568,41.559724,1.397686,2107730713992,70884642264,5071570479360,14776,14776
14777,Tc5d3c2d,T532 (ds),(T3)(52),12,42.256694,41.745227,1.022935,1058569303656,25939425672,2535785239680,14777,14777
14778,Tc6d4h3d,T643 (ss),T(63)4,24,42.253608,41.55348,1.400255,2107414036800,71014940832,5071570479360,14778,14778
14779,7c6d4c3h,7643 (ss),(74)63,24,42.252903,41.526415,1.452977,2106041378928,73688751600,5071570479360,14779,14779
14780,8c6c5d3c,8653 (3s),(863)5,12,42.252856,41.505556,1.494601,1052491761480,37899867792,2535785239680,14780,14780
14781,Jc7d4d3d,J743 (3s),J(743),12,42.250124,41.534272,1.431705,1053219936792,36304961340,2535785239680,14781,14781
14782,KcTd3h2s,KT32 (r),KT32,24,42.248375,41.362632,1.771486,2097735020328,89842164288,5071570479360,14782,14782
14783,8c6d5c3c,8653 (3s),(853)6,12,42.248159,41.500608,1.495103,1052366297484,37912590012,2535785239680,14783,14783
14784,Kc8d2h2c,K822 (ss),(K2)82,24,42.244066,42.017496,0.453139,2130946938312,22981276944,5071570479360,14784,14784
14785,Tc5c3d2d,T532 (ds),(T5)(32),12,42.243599,41.732176,1.022846,1058238352176,25937168328,2535785239680,14785,14785
14786,7c4d3h3c,7433 (ss),(73)43,24,42.241814,41.925135,0.633358,2126262769272,32121220824,5071570479360,14786,14786
14787,7c6d4d3h,7643 (ss),7(64)3,24,42.241457,41.51499,1.452933,2105461984440,73686527136,5071570479360,14787,14787
14788,Jc6c3d3c,J633 (3s),(J63)3,12,42.239073,41.972257,0.533634,1064326289268,13531801392,2535785239680,14788,14788
14789,9c6d5h2h,9652 (ss),96(52),24,42.23237,41.533207,1.398325,2106385890360,70917019368,5071570479360,14789,14789
14790,Tc8c5c2c,T852 (m),(T852),4,42.230432,41.43229,1.596284,350211296908,13492776768,845261746560,14790,14790
14791,Jc8d4d2d,J842 (3s),J(842),12,42.228651,41.486047,1.485208,1051997046108,37661686836,2535785239680,14791,14791
14792,Jc5h5d3s,J553 (r),J553,12,42.226929,41.935349,0.583159,1063390396020,14787664884,2535785239680,14792,14792
14793,Tc5c3d3c,T533 (3s),(T53)3,12,42.226254,41.935583,0.581342,1063396322856,14741576628,2535785239680,14793,14793
14794,Jc7c6d2h,J762 (ss),(J7)62,24,42.223212,41.562256,1.321911,2107859123256,67041650568,5071570479360,14794,14794
14795,5d5c3h2h,5532 (ss),55(32),12,42.220517,41.896856,0.647323,1062414285252,16414725324,2535785239680,14795,14795
14796,8c7c5c2d,8752 (3s),(875)2,12,42.219967,41.450407,1.539119,1051093314180,39028740756,2535785239680,14796,14796
